,IDfg,Name,WAR,Next_WAR,Prediction_Year,prediction
4893,5557,Jarrod Saltalamacchia,0.391304347826087,3.1,2013,2.0482180691908685
6271,5519,Ruben Tejada,0.31677018633540377,-0.3,2013,1.707932351068792
8471,5497,Marwin Gonzalez,0.17391304347826086,-0.4,2013,0.8241101508164099
6421,6184,J.D. Martinez,0.19254658385093168,-0.9,2013,1.2159693471998654
1672,5930,Nick Markakis,0.33540372670807456,0.6,2013,1.8775234264605036
4147,6195,Ian Kinsler,0.391304347826087,2.8,2013,2.939564257350148
6211,6400,Kirk Nieuwenhuis,0.2422360248447205,0.8,2013,0.7465484624807894
2240,6265,Andre Ethier,0.3975155279503106,3.4,2013,2.0400312512185224
1508,6885,Ian Desmond,0.47204968944099385,4.3,2013,2.888271760382896
2562,6876,Mark Trumbo,0.38509316770186336,1.7,2013,1.922816347218154
8165,6867,Derek Norris,0.2422360248447205,2.8,2013,1.8408224371668667
3913,6827,Justin Maxwell,0.32919254658385094,0.8,2013,1.651950886235854
8867,6740,Johnny Giavotella,0.17391304347826086,1.5,2013,0.8843241771343806
8527,6609,Freddy Galvis,0.2360248447204969,0.2,2013,1.357953016030349
8455,6589,Sean Rodriguez,0.2236024844720497,0.9,2013,0.9801982950246402
8799,6564,Bobby Wilson,0.30434782608695654,0.1,2013,0.9863697884739724
1239,6453,Andy Dirks,0.3229813664596274,1.1,2013,1.0124593428816817
2903,6421,Roger Bernadina,0.30434782608695654,-0.6,2013,0.5675488926010432
4235,6387,Michael Bourn,0.5403726708074534,1.7,2013,3.4996735771892284
1594,6368,Adam Jones,0.4844720496894411,4.9,2013,3.0497978254511064
9249,6364,Danny Valencia,0.14285714285714285,0.9,2013,0.6878178920578792
6994,6352,Ryan Sweeney,0.25465838509316774,0.9,2013,0.5566855007140183
6910,6335,Omar Quintanilla,0.2236024844720497,0.1,2013,0.240802911591266
5182,6310,Alcides Escobar,0.3726708074534162,1.0,2013,1.978607580987055
838,6274,Carlos Quentin,0.3478260869565218,1.6,2013,2.213320663533504
5352,6201,Nate Schierholtz,0.24844720496894412,1.5,2013,0.6806425590665304
3854,5450,Daniel Nava,0.2857142857142857,2.7,2013,0.9375635663284869
315,4467,Brandon Moss,0.36024844720496896,2.4,2013,0.9342113444078104
6923,5422,Steve Lombardozzi,0.2298136645962733,-0.4,2013,0.7671270288922263
3929,4881,Carlos Gomez,0.3726708074534162,6.7,2013,2.417066851699758
7306,4866,Jarrod Dyson,0.30434782608695654,1.4,2013,1.633516408820676
6610,4810,Brian McCann,0.47204968944099385,3.5,2013,3.68738478371219
7629,4792,Jeff Francoeur,0.14285714285714285,-1.1,2013,0.6266436475389086
8574,4756,John Baker,0.2111801242236025,-1.2,2013,0.5202560469145274
7344,4751,Elliot Johnson,0.25465838509316774,0.0,2013,0.6442357941383281
2567,4747,Curtis Granderson,0.4596273291925466,1.2,2013,3.186383253764113
6626,4727,Jacoby Ellsbury,0.26086956521739135,4.6,2013,1.7148417167513121
855,4720,Chase Headley,0.658385093167702,3.4,2013,4.201021082927856
8360,4719,Brian Bogusevic,0.1863354037267081,0.9,2013,0.8687231674158611
6679,4712,Ben Revere,0.34161490683229817,0.9,2013,2.1643354418640053
5212,4616,Russell Martin,0.4472049689440994,5.4,2013,3.164447137829299
369,4613,Prince Fielder,0.5217391304347827,2.7,2013,3.7741700866473096
1479,4599,Nick Swisher,0.4347826086956522,2.1,2013,2.112008571666789
4496,4579,Starlin Castro,0.4037267080745342,0.0,2013,3.31472024795091
8308,4556,James Loney,0.14906832298136646,2.2,2013,0.3779572096176713
4784,6887,Martin Maldonado,0.3478260869565218,0.6,2013,1.6305793757567872
6180,4892,Mike Moustakas,0.4099378881987578,0.4,2013,2.252475764538545
2192,4940,Jason Heyward,0.5403726708074534,3.1,2013,3.495014934240422
271,4949,Giancarlo Stanton,0.5217391304347827,2.9,2013,3.587699163235074
6194,4952,Ryan Hanigan,0.47204968944099385,0.3,2013,2.40616739536833
4361,5417,Jose Altuve,0.32919254658385094,0.5,2013,1.9973455371290127
3192,5409,Pablo Sandoval,0.36024844720496896,2.0,2013,2.877767536154747
2796,5361,Freddie Freeman,0.31677018633540377,5.0,2013,2.0820129937608236
7722,5343,Brandon Crawford,0.32919254658385094,2.2,2013,1.1862345738394822
6960,5305,Alex Presley,0.2111801242236025,0.3,2013,1.072513861593905
6262,5278,Pedro Ciriaco,0.2670807453416149,0.3,2013,0.9572606929644356
4872,5247,Brett Lawrie,0.32919254658385094,1.6,2013,2.4955086090123375
5582,5235,Justin Turner,0.2298136645962733,0.5,2013,0.8795159707603417
6283,5432,Elian Herrera,0.2173913043478261,0.2,2013,0.7595339346012084
2885,5227,Jon Jay,0.391304347826087,1.8,2013,2.258492062863004
2918,5222,Justin Upton,0.36645962732919257,3.5,2013,2.7112359311257324
1794,5209,Alex Gordon,0.5217391304347827,4.4,2013,3.15892576188255
7792,5133,Alexei Ramirez,0.33540372670807456,2.8,2013,1.8880818461121203
7920,5097,Anthony Gose,0.24844720496894412,0.1,2013,1.5597068326836878
6658,5038,Josh Donaldson,0.2857142857142857,7.3,2013,1.6286468660046458
4573,5015,Melvin Upton Jr.,0.422360248447205,-0.9,2013,3.0997628756211064
7347,4969,Luis Valbuena,0.27950310559006214,1.7,2013,0.6853558184422577
3700,4962,Asdrubal Cabrera,0.36645962732919257,1.3,2013,2.644143119941498
7327,5223,Cameron Maybin,0.3229813664596274,0.3,2013,2.323573891453937
6454,6978,Juan Francisco,0.2422360248447205,-0.3,2013,0.5956179225467519
4629,8709,Elvis Andrus,0.44099378881987583,2.8,2013,3.1116478036415165
931,7007,Yadier Molina,0.68944099378882,7.8,2013,4.822084928453367
4721,9785,Kyle Seager,0.4472049689440994,4.2,2013,2.651054597643121
5244,9776,Jason Kipnis,0.422360248447205,5.1,2013,3.01760464340928
8807,9689,Josh Thole,0.2670807453416149,-0.1,2013,1.2325002960305063
3911,9628,Michael McKenry,0.2298136645962733,1.0,2013,0.6976635830528062
3335,9571,Craig Gentry,0.36645962732919257,3.0,2013,1.234268626722498
1356,9549,David Freese,0.44099378881987583,0.4,2013,2.2389386398419546
827,9368,Evan Longoria,0.33540372670807456,5.5,2013,2.6867556104765153
8356,9328,Drew Stubbs,0.2919254658385093,1.1,2013,1.6290653855703516
2134,9272,Chris Davis,0.3229813664596274,7.1,2013,0.8535932278982907
5143,9241,Starling Marte,0.2236024844720497,4.3,2013,1.392301103688459
5492,9219,Danny Espinosa,0.3726708074534162,-0.6,2013,2.3601605919988016
1469,9218,Paul Goldschmidt,0.38509316770186336,6.0,2013,2.302202102410228
5927,9205,Logan Morrison,0.20496894409937888,-0.1,2013,1.3942712441225515
263,9166,Buster Posey,0.8385093167701865,6.9,2013,5.339733142240071
5654,9134,Tyler Flowers,0.3229813664596274,0.3,2013,1.55370897331211
4965,9077,Lorenzo Cain,0.2981366459627329,2.0,2013,1.6757211166175516
7474,9063,Alexi Amarista,0.2298136645962733,0.1,2013,1.2071870478258824
8602,9810,Brian Dozier,0.1863354037267081,2.9,2013,0.970727725442345
7478,9054,Justin Smoak,0.16149068322981366,0.7,2013,0.7958817728088701
299,9847,Andrew McCutchen,0.6645962732919255,8.1,2013,4.901021670011573
5116,9874,DJ LeMahieu,0.2360248447204969,0.3,2013,0.9515526194245298
3255,4464,Mike Baxter,0.2732919254658385,-0.6,2013,1.159079306026357
2701,13075,Nori Aoki,0.36024844720496896,2.2,2013,1.853558771107825
2087,11579,Bryce Harper,0.4844720496894411,4.1,2013,3.9850708030013013
5057,11493,Manny Machado,0.2919254658385093,5.0,2013,2.2903661631260874
926,11368,Yasmani Grandal,0.4472049689440994,2.5,2013,3.2849906039672137
3699,11167,Josh Rutledge,0.24844720496894412,-0.2,2013,1.6733880613905774
4428,10847,Andrelton Simmons,0.3229813664596274,3.5,2013,2.2398070788460664
6942,10289,Hector Sanchez,0.20496894409937888,-0.1,2013,0.6959503812582692
3073,10264,Brandon Belt,0.3229813664596274,4.2,2013,1.5949000576580226
233,10155,Mike Trout,0.8385093167701865,10.2,2013,7.061393517043087
8248,10099,Dustin Ackley,0.34161490683229817,1.2,2013,2.4808861985868864
4772,9981,Michael Saunders,0.36024844720496896,1.7,2013,1.573394379548125
5776,9957,Steve Pearce,0.20496894409937888,4.5,2013,0.6485182977311641
1219,9911,Chris Carter,0.30434782608695654,0.5,2013,1.7716583936839638
6834,9893,Colby Rasmus,0.2857142857142857,3.9,2013,1.7300127494782565
2074,9892,Jay Bruce,0.36024844720496896,4.0,2013,2.469705228210512
8565,9883,Jordan Schafer,0.1863354037267081,0.9,2013,1.0540805784149014
1083,9848,Austin Jackson,0.5279503105590062,3.2,2013,3.2685069447129385
6189,9048,Ezequiel Carrera,0.2298136645962733,0.1,2013,1.124634326758774
7033,9015,Gordon Beckham,0.2732919254658385,1.1,2013,1.2848946496970541
4802,8722,Jason Castro,0.1987577639751553,3.9,2013,0.7349860960677603
850,7870,Jonathan Lucroy,0.5838509316770186,7.0,2013,4.082606506486874
522,7620,Justin Ruggiano,0.36645962732919257,1.4,2013,1.3201129944796894
3484,7619,Mark Reynolds,0.24844720496894412,0.6,2013,1.2802144632333319
4617,7571,Lonnie Chisenhall,0.2236024844720497,0.6,2013,1.3146954428728082
3533,7539,Neil Walker,0.36024844720496896,2.4,2013,2.1963781784290326
1517,7528,Kevin Frandsen,0.2919254658385093,-0.1,2013,0.4739977037066174
7168,7480,Mike Carp,0.20496894409937888,1.4,2013,1.1148778416230407
4128,7476,Alex Avila,0.391304347826087,1.1,2013,2.597453197796323
4177,7462,Trevor Plouffe,0.24844720496894412,0.8,2013,0.7769356519697841
1361,7435,Ben Zobrist,0.5652173913043479,4.2,2013,4.149199534701351
884,7399,Billy Butler,0.3788819875776398,1.0,2013,1.9216737975814502
4327,7331,Seth Smith,0.30434782608695654,0.7,2013,1.3305812166385524
2988,7304,Salvador Perez,0.2732919254658385,3.5,2013,1.7408335700113005
999,7287,Carlos Gonzalez,0.3788819875776398,4.5,2013,2.5995931121475016
1587,7244,Tyler Moore,0.25465838509316774,-1.1,2013,1.0141926609648118
4343,7185,Logan Forsythe,0.2981366459627329,-0.6,2013,1.6044635866506722
1513,7158,Eric Young Jr.,0.30434782608695654,0.9,2013,0.8434051736586818
8425,7888,Ryan Flaherty,0.18012422360248448,1.2,2013,0.42700513728312317
4038,8001,Hanley Ramirez,0.391304347826087,4.9,2013,2.5184360073707035
1838,8002,Wilin Rosario,0.17391304347826086,1.0,2013,0.8771818671993359
5135,8027,Adam Lind,0.20496894409937888,1.6,2013,0.7859084320173324
5350,8623,Donovan Solano,0.2857142857142857,0.2,2013,1.3652408764171897
3114,8610,Kendrys Morales,0.30434782608695654,1.2,2013,1.108353896723649
7890,8585,Yuniesky Betancourt,0.15527950310559008,-1.8,2013,0.7106688822033267
5058,8553,Gerardo Parra,0.30434782608695654,3.3,2013,1.6276931170894577
4292,8434,Brett Wallace,0.20496894409937888,0.3,2013,0.26938832253658584
3797,8433,Ike Davis,0.2732919254658385,-0.2,2013,1.6685651500643088
8032,8392,Daniel Descalso,0.20496894409937888,0.1,2013,0.7599296658919819
8775,8385,Pedro Florimon,0.2111801242236025,1.4,2013,1.0943247436212076
1824,7002,Will Middlebrooks,0.33540372670807456,0.5,2013,1.97608633632809
2665,8370,Dustin Pedroia,0.4782608695652174,4.9,2013,3.492724203271381
4484,8267,Chris Iannetta,0.20496894409937888,-0.6,2013,0.8034606317667377
8635,8259,Kurt Suzuki,0.16149068322981366,-0.4,2013,0.433851860418925
4578,8252,Hunter Pence,0.3229813664596274,4.5,2013,2.0336377417742755
8903,8203,Dee Strange-Gordon,0.13043478260869565,3.6,2013,1.2475867163826337
8250,8202,Josh Harrison,0.2111801242236025,4.8,2013,1.1680896462662271
2381,8175,Chris Nelson,0.2236024844720497,-0.6,2013,0.1572722403550224
7273,8155,Everth Cabrera,0.31055900621118016,2.9,2013,1.4787139945091845
1927,8090,Matt Carpenter,0.30434782608695654,7.2,2013,1.4738412800557577
4344,8347,Denard Span,0.4099378881987578,3.2,2013,2.2897838321096398
1274,13110,Yoenis Cespedes,0.4596273291925466,1.9,2013,3.247273596666279
3113,4403,Erik Kratz,0.34161490683229817,1.0,2013,1.4445464204702623
2633,4400,Chris Denorfia,0.32919254658385094,2.9,2013,1.1724037466218402
6584,1738,Jhonny Peralta,0.33540372670807456,3.6,2013,1.9394208691487134
3881,1737,Justin Morneau,0.2173913043478261,0.8,2013,0.6666953211014934
3452,1736,Jose Reyes,0.4472049689440994,2.5,2013,3.6154365839656526
9100,1717,Jason Bay,0.15527950310559008,0.2,2013,0.5294444130997069
4632,1702,Reed Johnson,0.24844720496894412,-0.5,2013,-0.1836083136142005
5347,1698,Gerald Laird,0.18012422360248448,-1.7,2013,-1.2625231129173482
2817,1679,Chase Utley,0.3726708074534162,3.7,2013,2.752034003097351
5752,1677,Shane Victorino,0.3726708074534162,4.7,2013,2.1936260891810146
5737,1609,Omar Infante,0.36024844720496896,2.9,2013,1.5488582789477243
6681,1591,Jamey Carroll,0.31055900621118016,-0.7,2013,0.5452582849333449
2871,1573,Travis Hafner,0.2422360248447205,-0.2,2013,1.028666178047135
4452,1572,Coco Crisp,0.36645962732919257,3.7,2013,2.365878957523117
3975,1555,Marco Scutaro,0.36024844720496896,2.5,2013,1.2614577616017972
3574,1551,David Ross,0.36645962732919257,1.1,2013,0.9961358549166879
2709,1534,Michael Cuddyer,0.25465838509316774,2.8,2013,1.1695427598862438
6845,1488,Andres Torres,0.30434782608695654,0.2,2013,1.1983105363084696
5583,1443,Mark Ellis,0.35403726708074534,1.5,2013,1.197658378896147
163,1744,Miguel Cabrera,0.6645962732919255,8.6,2013,4.9236469927113236
8027,1429,Nick Punto,0.24844720496894412,1.5,2013,0.4795598411626043
2639,1760,Cody Ross,0.3788819875776398,1.6,2013,1.4770728402029578
8710,1830,Clint Barmes,0.2422360248447205,-0.4,2013,0.28586871128832014
6188,2140,Delmon Young,0.14285714285714285,-0.5,2013,0.0331709955618299
3704,2113,Ryan Doumit,0.13664596273291926,-1.4,2013,0.00478251364126403
777,2103,Josh Willingham,0.44099378881987583,0.5,2013,2.5452083311977045
1564,2090,Alex Rios,0.4596273291925466,2.9,2013,1.0818746145148257
7774,2073,Jeff Baker,0.16770186335403728,1.0,2013,-0.008616211670871898
7712,2041,John Buck,0.2422360248447205,-0.2,2013,1.044658420035634
5856,1965,Desmond Jennings,0.4099378881987578,3.1,2013,2.7405619822682397
1740,1945,Corey Hart,0.3478260869565218,-0.9,2013,1.8863182344725138
2800,1926,Scott Hairston,0.31055900621118016,-0.4,2013,0.81247702799217
2561,1908,Adrian Gonzalez,0.3975155279503106,2.4,2013,2.1460390887993084
1592,1904,Adam LaRoche,0.422360248447205,0.5,2013,1.4935986494895455
856,1887,Jose Bautista,0.4037267080745342,4.1,2013,3.2900921152292977
605,1875,Josh Hamilton,0.5155279503105591,1.3,2013,3.295810231386195
832,1873,Matt Holliday,0.4968944099378882,4.0,2013,2.9127511010081184
927,1857,Joe Mauer,0.4968944099378882,5.2,2013,3.3662489618455265
4717,1849,Rickie Weeks Jr.,0.30434782608695654,-0.2,2013,1.945895108317852
906,1845,Jonny Gomes,0.35403726708074534,1.5,2013,1.132709314063632
3725,1825,David DeJesus,0.3229813664596274,2.0,2013,1.465374373598965
405,2151,Edwin Encarnacion,0.4968944099378882,4.0,2013,3.1868869987392223
8904,1417,Ramon Santiago,0.19254658385093168,0.4,2013,0.353633700243826
6952,1326,Vernon Wells,0.2236024844720497,-0.3,2013,0.6959653894108306
1986,785,Todd Frazier,0.36645962732919257,2.9,2013,1.9584346344748484
9209,768,Endy Chavez,0.15527950310559008,-1.0,2013,0.039262165710487906
2163,746,A.J. Pierzynski,0.4161490683229814,0.3,2013,1.691395324752716
108,745,David Ortiz,0.4037267080745342,3.4,2013,1.9958876600881392
1849,731,Torii Hunter,0.5031055900621119,3.0,2013,1.8433919470035625
6269,697,J.P. Arencibia,0.26086956521739135,0.1,2013,0.6236657343825927
571,639,Adrian Beltre,0.6024844720496895,4.9,2013,3.395949100136707
4341,607,Raul Ibanez,0.2422360248447205,0.8,2013,-0.6556900480503399
1941,589,Carlos Beltran,0.422360248447205,2.7,2013,2.557457262939473
9033,454,Juan Uribe,0.2111801242236025,3.8,2013,0.5501571718669815
4840,443,Juan Pierre,0.31055900621118016,-0.3,2013,0.34794500497116176
4134,432,Todd Helton,0.2111801242236025,-0.5,2013,0.6465560625206765
2520,319,Adam Dunn,0.34161490683229817,0.4,2013,-4.347014407048644
1114,242,Paul Konerko,0.34161490683229817,-1.5,2013,0.9816361989619542
3716,211,Will Venable,0.35403726708074534,2.6,2013,1.6837214116524388
4839,144,Jerry Hairston,0.2732919254658385,-1.2,2013,0.6338090361272442
3371,4418,Jed Lowrie,0.36024844720496896,3.4,2013,1.7564387106388646
4335,791,Brandon Phillips,0.4161490683229814,2.7,2013,2.65411920533277
1546,1327,Jayson Werth,0.2981366459627329,4.4,2013,1.146326947826594
2449,826,Derek Jeter,0.4161490683229814,0.2,2013,1.4440604192600548
1631,906,Eric Chavez,0.31055900621118016,1.0,2013,0.5260999506214741
6872,1286,Michael Young,0.11801242236024845,0.2,2013,0.019467927518644346
2599,1281,Mark Teixeira,0.3788819875776398,0.7,2013,2.4537483324729177
2844,1274,Alex Rodriguez,0.36645962732919257,0.6,2013,1.7908842061543002
1008,1260,Ryan Ludwick,0.3726708074534162,-0.4,2013,1.0939566377629688
3495,1191,Chris Johnson,0.2981366459627329,3.1,2013,0.6950887749489862
1638,1177,Albert Pujols,0.4161490683229814,0.5,2013,2.906398489485503
7984,1176,Placido Polanco,0.25465838509316774,0.5,2013,0.46088122933589926
8030,1135,Yorvit Torrealba,0.19254658385093168,-0.1,2013,0.21425585793814816
4981,1126,Cody Ransom,0.27950310559006214,0.8,2013,-0.19225660085040258
6659,1101,Ichiro Suzuki,0.3478260869565218,1.1,2013,0.6039681974369016
5343,1066,Willie Bloomquist,0.24844720496894412,0.3,2013,0.4002261034997814
7037,1042,Mark Kotsay,0.2111801242236025,-1.4,2013,-0.14734583564479792
678,1002,Aramis Ramirez,0.5465838509316772,1.3,2013,3.2707389858709304
4612,971,Jimmy Rollins,0.5031055900621119,1.7,2013,3.540963183906091
9241,950,Marlon Byrd,0.14285714285714285,4.0,2013,-4.672580208053834e-05
5765,945,Bobby Abreu,0.2173913043478261,-0.2,2013,0.06534452004382285
5820,934,Carlos Pena,0.24844720496894412,-0.4,2013,1.0736441115870807
2272,847,Alfonso Soriano,0.4099378881987578,2.6,2013,1.5978386637108828
6433,2154,Ryan Howard,0.15527950310559008,0.6,2013,0.4783886132784001
7714,25,Jose Molina,0.4347826086956522,2.1,2013,1.571499956617554
2131,2161,Jason Kubel,0.30434782608695654,-1.2,2013,1.4163398874305633
2104,3856,Jeff Keppinger,0.3788819875776398,-1.7,2013,0.9703068567411248
6931,3817,Joaquin Arias,0.24844720496894412,0.7,2013,1.086479947642038
7332,3797,J.J. Hardy,0.36024844720496896,3.2,2013,2.147457428124387
6300,3790,Jayson Nix,0.2360248447204969,0.9,2013,0.36770922310714216
922,3787,David Wright,0.6211180124223603,5.6,2013,4.1059798383914385
7317,3711,Eric Thames,0.16149068322981366,2.3,2013,0.4559973534250785
6716,3708,Rajai Davis,0.25465838509316774,1.2,2013,0.7758762790427494
8392,3707,Geovany Soto,0.27950310559006214,1.1,2013,1.8522528220372376
5719,3704,Skip Schumaker,0.26086956521739135,-0.9,2013,0.3848905885146978
7203,3692,Jack Hannahan,0.2111801242236025,-0.3,2013,0.259951086828089
1395,3531,Troy Tulowitzki,0.2919254658385093,4.9,2013,2.271735601198672
7258,3516,Eric Hosmer,0.13043478260869565,3.1,2013,1.2252381850991176
2297,3473,Anthony Rizzo,0.31055900621118016,1.8,2013,1.4485434839136968
5919,3469,Luke Scott,0.2111801242236025,0.4,2013,0.5199884169567164
8102,3448,Jeff Mathis,0.31677018633540377,0.1,2013,0.8023224083359395
4289,3442,Dan Uggla,0.4161490683229814,0.5,2013,2.3780871126695873
990,3433,Allen Craig,0.35403726708074534,2.5,2013,2.0755463979177575
8342,3878,Chris Stewart,0.3229813664596274,2.7,2013,1.4583874119540903
195,3410,Ryan Braun,0.6335403726708075,1.6,2013,4.800522715540126
4324,3882,Chris Young,0.3229813664596274,0.4,2013,1.8863866658381812
4694,3917,Dayan Viciedo,0.26086956521739135,0.5,2013,1.3954788672612066
6837,2158,Greg Dobbs,0.16770186335403728,-0.5,2013,-0.1788161672956553
56,4314,Joey Votto,0.5403726708074534,5.7,2013,3.7019302731961847
3778,4298,Matt Wieters,0.49068322981366463,2.0,2013,3.7325862118115296
7297,4251,Stephen Drew,0.2173913043478261,3.6,2013,1.1154938426772798
7349,4249,Shane Robinson,0.2422360248447205,0.8,2013,0.6122081357262505
7393,4243,Jose Lobaton,0.2422360248447205,1.6,2013,0.9513137281762774
5192,4229,Howie Kendrick,0.35403726708074534,2.1,2013,2.0915932891906905
2103,4220,Ryan Zimmerman,0.4596273291925466,2.8,2013,3.2269682655095258
7699,4191,Yunel Escobar,0.2919254658385093,3.0,2013,1.5704999834679942
7186,4182,Jonathan Herrera,0.2173913043478261,0.2,2013,0.497153657689537
8823,4146,Gorkys Hernandez,0.20496894409937888,0.7,2013,1.312792788885654
4584,4106,Michael Brantley,0.3726708074534162,1.9,2013,2.3262737506599276
4683,4082,Erick Aybar,0.4285714285714286,1.2,2013,2.4736107472166093
941,4062,Dexter Fowler,0.3975155279503106,1.9,2013,1.736644746593748
7323,4054,Emilio Bonifacio,0.2422360248447205,0.6,2013,1.657113160186886
599,4022,Melky Cabrera,0.49068322981366463,-0.2,2013,3.1808663289524706
5436,3978,Chris Heisey,0.26086956521739135,0.8,2013,0.9090395942797771
4217,3892,Josh Reddick,0.44099378881987583,2.3,2013,2.8301916897482826
8641,3395,Cliff Pennington,0.2732919254658385,0.4,2013,1.324859919804289
5003,4316,Daniel Murphy,0.31055900621118016,3.1,2013,1.8173158279650663
7068,3388,Chris Getz,0.24844720496894412,-0.3,2013,0.9533005292716361
2107,2714,Garrett Jones,0.31055900621118016,-0.1,2013,1.134932380123394
3846,2677,Jordan Pacheco,0.1987577639751553,-1.8,2013,0.3620462645878936
6773,2616,Zack Cozart,0.32919254658385094,1.5,2013,1.703945153601748
376,2579,Carlos Ruiz,0.5031055900621119,0.3,2013,2.2507481690076867
8334,2578,Peter Bourjos,0.2919254658385093,0.6,2013,1.4173871319043252
7194,2554,Chris Parmelee,0.1987577639751553,-0.1,2013,0.7772517609765697
6417,3390,John Mayberry,0.2111801242236025,-0.1,2013,0.7381308156251498
4954,2502,Lucas Duda,0.16770186335403728,0.6,2013,0.5207379195909747
3442,2495,Pedro Alvarez,0.36645962732919257,2.8,2013,1.163407805777219
7568,2437,Maicer Izturis,0.26086956521739135,-1.6,2013,1.1179707134990537
3410,2434,Nelson Cruz,0.27950310559006214,1.6,2013,0.9278458162234766
7517,2430,Darwin Barney,0.32919254658385094,-0.3,2013,1.7147706329511767
6914,2411,Jose Tabata,0.19254658385093168,1.0,2013,1.1169026179530783
2690,2396,Carlos Santana,0.2111801242236025,2.3,2013,1.7463506703578437
6705,2234,Kelly Johnson,0.25465838509316774,1.1,2013,1.3392557574113648
9242,2218,Ryan Raburn,0.12422360248447206,2.2,2013,0.18131643877539017
4247,2179,Ronny Cedeno,0.2422360248447205,-0.5,2013,0.825308636297237
6067,2830,Travis Snider,0.2298136645962733,-0.3,2013,1.1111898502809614
3555,2918,Angel Pagan,0.4968944099378882,1.5,2013,2.642874047358557
4572,2530,Yonder Alonso,0.27950310559006214,0.7,2013,1.4572610574392602
2288,3057,Mike Napoli,0.2360248447204969,3.4,2013,1.4751914748209616
2955,3035,Michael Morse,0.2422360248447205,-1.4,2013,0.9185571691012433
3635,3371,Alejandro De Aza,0.36645962732919257,2.3,2013,1.9747891913366244
1450,3364,Miguel Montero,0.5590062111801242,1.3,2013,3.7271515676059046
8305,3361,Gaby Sanchez,0.19254658385093168,1.0,2013,0.8475526067445804
3431,3353,Matt Joyce,0.32919254658385094,2.0,2013,2.1748166330124583
5948,3336,Alberto Callaspo,0.3975155279503106,0.6,2013,2.2843290593938503
2589,3312,Martin Prado,0.49068322981366463,1.2,2013,3.0501431039660583
443,3269,Robinson Cano,0.6645962732919255,5.9,2013,4.397362041327497
4109,3256,Welington Castillo,0.26086956521739135,1.0,2013,1.0053597716115792
9266,3376,Nick Hundley,0.10559006211180125,0.2,2013,0.7354243516648808
8864,3231,Brayan Pena,0.19254658385093168,0.4,2013,0.7080871859443263
6172,3190,Nate McLouth,0.24844720496894412,2.3,2013,0.7939193639777946
4285,3188,Luis Cruz,0.3478260869565218,-1.0,2013,1.6343610670380253
1702,3174,Shin-Soo Choo,0.4099378881987578,6.4,2013,2.135966731537012
5840,3154,Domonic Brown,0.2173913043478261,2.4,2013,1.297861380226321
6479,3123,Gregor Blanco,0.3229813664596274,2.2,2013,1.4193587167249275
4979,3118,Jesus Guzman,0.26086956521739135,0.2,2013,1.0561252072847263
3503,3086,Mitch Moreland,0.25465838509316774,0.7,2013,0.7725080738791434
5122,3255,Franklin Gutierrez,0.2173913043478261,0.7,2013,1.1131852488880316
7441,7158,Eric Young Jr.,0.2670807453416149,0.8,2014,1.3033859375986248
8331,7185,Logan Forsythe,0.17391304347826086,-0.1,2014,1.0096482263991795
240,7287,Carlos Gonzalez,0.49068322981366463,-0.3,2014,2.841851331557935
8586,7244,Tyler Moore,0.14285714285714285,-0.9,2014,0.05266622563846601
8695,7250,Collin Cowgill,0.1987577639751553,1.4,2014,0.5069651420391004
1518,7007,Yadier Molina,0.6956521739130435,3.4,2014,4.535830903647431
5197,7215,David Lough,0.3229813664596274,1.2,2014,1.1878572887405217
6675,7002,Will Middlebrooks,0.2422360248447205,-0.9,2014,1.5625574157663997
6822,6878,Chris Coghlan,0.2111801242236025,2.4,2014,0.47980975568251516
9168,6887,Martin Maldonado,0.24844720496894412,1.1,2014,1.4231126704959316
2944,6885,Ian Desmond,0.4782608695652174,4.1,2014,3.0230664341067017
4669,6876,Mark Trumbo,0.31677018633540377,-0.5,2014,1.9920216754410907
3451,6867,Derek Norris,0.38509316770186336,1.9,2014,2.1113982402877323
6825,6848,Eduardo Nunez,0.19254658385093168,0.1,2014,0.739890978039754
3384,6827,Justin Maxwell,0.26086956521739135,-0.2,2014,1.0432373668093027
5943,6677,JB Shuck,0.26086956521739135,-0.2,2014,0.8680895261873467
5472,6978,Juan Francisco,0.19254658385093168,1.2,2014,0.1700872220757801
3999,7304,Salvador Perez,0.4285714285714286,2.0,2014,2.41253853729848
3954,8155,Everth Cabrera,0.391304347826087,-0.5,2014,2.451646266814423
2592,7399,Billy Butler,0.2732919254658385,-0.5,2014,1.6335866344190213
746,8090,Matt Carpenter,0.658385093167702,3.4,2014,3.685243546966446
1240,8027,Adam Lind,0.31055900621118016,1.7,2014,1.0236569898154266
2393,8002,Wilin Rosario,0.2732919254658385,0.0,2014,0.6288261036984923
46,8001,Hanley Ramirez,0.5155279503105591,3.7,2014,3.1841633074920104
6416,7927,Eric Sogard,0.30434782608695654,0.1,2014,1.2543830838818828
6713,7888,Ryan Flaherty,0.2857142857142857,0.7,2014,0.9403841385490741
2605,7870,Jonathan Lucroy,0.6459627329192548,8.2,2014,4.688124578738501
2203,7859,Charlie Blackmon,0.2857142857142857,1.3,2014,0.9271768869978503
5990,7620,Justin Ruggiano,0.2981366459627329,0.5,2014,1.4097893460519357
5730,7619,Mark Reynolds,0.24844720496894412,1.0,2014,0.7701720816988553
7121,7571,Lonnie Chisenhall,0.24844720496894412,1.6,2014,1.2355074649780609
